alg,instance,cycle,budget,risk,fit,solution
ILS,nrp1,5,50,0,1816.0,[--SSSS-SSSS-SSSSSS-S-S--S-SS--SSSS--SSS---S--S-----SS-----SSSSSSSS-SS-SSS-SS-S-SS-SSSSSS-SS-S--S-SSS]
ILS,nrp1,6,50,0,1780.0,[--SSSS-SSSSS--SSSS-S-S--S-SS--SS-S--SSSS--S--SSS---S-S--SSSSSSSSSS--S-SSS-SS-S-SS-S-SS-S-SS-S--S-S-S]
ILS,nrp1,7,50,0,1813.0,[--SSSS-SS-SSS--SSS-S-S--S-SS--SSSS--SS-S--S--S-S---SSS--SSSSSSSSSS-SS-SSS-SS-S-S--SSSS-S-SS-S--S-SSS]
ILS,nrp1,8,50,0,1811.0,[SSSSSS-SS-SS---SSS-S-SS-S-SS--SS-S--SS-S--SS-SSS---S-S--SSSSSSSSSS--S-SSS-SS-SSS--S-SS-S-SS-S--S-S-S]
ILS,nrp1,9,50,0,1791.0,[-SSSSS-SS-SSS--SSS-S-S--S-SS--SS-S--SSSSS-S--SS----SSS--SSSSSSSSSS--S-SSS-SSSS-S--S-SS-S-SS-S--S-S-S]
ILS,nrp1,10,50,0,1807.0,[--SSSS-SS-S-S--SSS-S-S--S-SS--SSSS--SS----S-SSSS---SS---SSSSSSSSSS-SS-SSS-SS-S-S--SSSS-SSSS-S--S-SSS]
ILS,nrp1,11,50,0,1829.0,[--SSSS-SSSS-SS--SS-S-S--S-SS--SSSS--SS----S---S----SS---SSSSSSSSSS-SSSSSS-SSSS-S--SSSSSS-SS-S-SS-SSS]
ILS,nrp1,12,50,0,1811.0,[--SSSS-SSSS-SSSSSS-S----S-SS--S-SS--SSS---S--SS----SS-----SSSSSSSS-SS-SSS-S-SS-SS-SSSSSS-SS-S-SS-SSS]
ILS,nrp1,13,50,0,1788.0,[--SSSS-S--SSS--SSS-S-S--S--S--SSSS---S-S--S-S-SS---SSS--SSSSSSSSSS-SS-SSS-SSSS-S--SSSS-SSSS-S--S-SSS]
ILS,nrp1,14,50,0,1807.0,[--SSSS-SS-S-S--SSS-S-S--S-SS--SSSS--SS----S-SSSS---SS---SSSSSSSSSS-SS-SSS-SS-S-S--SSSS-SSSS-S--S-SSS]
ILS,nrp1,15,50,0,1836.0,[--SSSS-SSSS-SS-SSS-S-S--S-SSS-SSSS--SS----S--SS----SS-----SSSSSSSS-SS-SSS-SSSS-S--SSSSSS-SS-S-SS-SSS]
ILS,nrp1,16,50,0,1804.0,[-SSSSS-SS-S-S--SSS-S-S--S-SSS-SSSS--SS----S-SSSS---SS-----SSSSSSSS-SS-SSS-SS-S-S--SSSS-SSSS-S--S-SSS]
ILS,nrp1,17,50,0,1762.0,[S-SSSS-SSSS--SSSSS-S-S----SS--SS-S--SSS---SS-SS----S----SSSSS-SSSS-SS-SSS-SS-S-SS-SSSSSS------SS-SSS]
ILS,nrp1,18,50,0,1830.0,[--SSSS-SSSS-SSS-SS-S-S--S-SS--SSSS--SSS-S-S--------SS-----SSSSSSSS-SS-SSS-SSSS-SS-SSSSSS-SS-S-SS-SSS]
ILS,nrp1,19,50,0,1790.0,[S-SSSS-SS-SSS--SSS-S-S--S-SS--SS-S--SS-S--SS-SSS---SSS--SSSSSSSSSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S-S]
ILS,nrp1,20,50,0,1813.0,[--SSSS-SS-SSS--SSS-S-S--S-SS--SSSS--SS-S--S--S-S---SSS--SSSSSSSSSS-SS-SSS-SS-S-S--SSSS-S-SS-S--S-SSS]
ILS,nrp1,21,50,0,1779.0,[--SSSS-SSSSS-S-SSS-S-S--S-SS--SS-S--SS-S--S--S-----S-S--SSSSSSSSSS-SS-SSS-SS-S-S--SSSSSS-SS-S--S-SSS]
